post_id,permalink,post_message,type,date_posted,lifetime_post_total_reach,lifetime_post_total_impressions,lifetime_engaged_users,lifetime_post_impressions_who_liked
102088165248724_117691707021703,https://www.facebook.com/sugboanongsimbahan/posts/117691707021703,"Episode 6: GOOD FRIDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Status,4/1/21 6:30 PM,1121,1121,44,916
102088165248724_116570993800441,https://www.facebook.com/sugboanongsimbahan/posts/116570993800441,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit THE JESUIT HOUSE OF 1730.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,4/1/21 6:00 PM,421,421,9,291
102088165248724_117688780355329,https://www.facebook.com/sugboanongsimbahan/posts/117688780355329,"CATCH US ON YOUTUBE CHANNEL | The Pre-Recorded Stations of the Cross, lead by the Archdiocesan Shrine of San Roque  The Stations of the Cross or ""Via Crucis"" is the stations that depicts Jesus' last moments until his death.   Despite the restrictions due to the Covid19 Pandemic, may this virtual ""Via Crucis"" help immerse ourselves more into the celebrations of the Holy Week.  CLICK THE LINK TO WATCH THIS VIDEO https://youtu.be/2cm8dLNCRJg  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Link,4/1/21 5:56 PM,1109,1109,47,924
102088165248724_168368321785710,https://www.facebook.com/sugboanongsimbahan/videos/168368321785710/,Tinieblas/Tenebrae on Good Friday Presider: Cebu Archbishop Jose S. Palma   #semanasanta2021 #SugboanongSimbahan,Video,4/1/21 3:49 PM,8559,8851,898,1378
102088165248724_117345677056306,https://www.facebook.com/sugboanongsimbahan/posts/117345677056306,"PALANDONG | The Daily Gospel Reflection   ""Diha sa kamatayo:n gipadayag ni Kristo ang iyang gugma dinhi kanato""- Gospel from John 18:1-19-42 Good Friday April 2, 2021  By Rev. Fr. Abel Y. Bancog  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/1/21 3:00 PM,636,719,39,420
102088165248724_266832915095772,https://www.facebook.com/sugboanongsimbahan/videos/266832915095772/,LIVE | Don't miss the Holy Mass on the Lord's Supper presided over by Cardinal Battista Re from St. Peter's Basilica.   Write your prayer intentions in the comments. Credit: Vatican Media  To support broadcasts like this one please consider making a donation here: https://sd.ewtn.com/love-and-understanding-of-god/  Images - Vatican Media,Video,4/1/21 8:57 AM,1852,1910,196,575
102088165248724_117576483699892,https://www.facebook.com/sugboanongsimbahan/posts/117576483699892,IN CASE YOU MISSED IT | Mass of the Lord's Supper presided over by Cebu Archbishop Jose S. Palma at The Cebu Metropolitan Cathedral (1 April 2021)  #SugboanongSimbahan #SemanaSanta2021,Photo,4/1/21 6:37 AM,17033,18901,1495,5345
102088165248724_116570827133791,https://www.facebook.com/sugboanongsimbahan/posts/116570827133791,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit ST. GABRIEL THE ARCHANGEL PARISH IN SANTANDER, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,4/1/21 4:00 AM,379,390,11,270
102088165248724_117509473706593,https://www.facebook.com/sugboanongsimbahan/posts/117509473706593,"In preparation for the National Consecration of the Philippines to St. Joseph on May 1, 2021, at the National Shrine of St. Joseph, Mandaue City, the Commission on the Laity of the Archdiocese of Cebu is coming up with a 33-day reflection - taken from the book, consecration to St. Joseph by Fr. Donald Calloway.  Day 3 - God, the Father of Heaven, Have Mercy on Us. Sharer: Bro. Nonito A. Limchua Head Servant, Oasis of Love.  GO TO JOSEPH. GO WITH JOSEPH.  #SugboanongSimbahan  #YearofStJoseph #500YoCCebu  #GiftedToGive",Video,4/1/21 2:00 AM,1787,2050,86,855
102088165248724_173135794542226,https://www.facebook.com/sugboanongsimbahan/videos/173135794542226/,Maundy Thursday: 1st Day of the Easter Triduum: Washing of the Feet Mass for The Last Supper of The Lord Commemmoration of the Institution of the Holy Eucharist  Presider: Cebu Archbishop Jose S. Palma  #semanasanta2021 #SugboanongSimbahan,Video,4/1/21 12:41 AM,3128,3128,336,1531
102088165248724_116570647133809,https://www.facebook.com/sugboanongsimbahan/posts/116570647133809,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit THE ARCHDIOCESAN SHRINE OF STA. CATALINA DE ALEJANDRIA IN CARCAR CITY, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/31/21 11:00 PM,448,462,8,318
102088165248724_117485717042302,https://www.facebook.com/sugboanongsimbahan/posts/117485717042302,"DOWNLOAD NOW | The ARCHDIOCESE OF CEBU, spearheaded by the Cebu Archdiocesan Commission for the Cultural Heritage of the Church, in partnership with the Archdiocesan Museum of Cebu, InnoPub Media and Smart Communities, presents to everyone PANAW SA PAGTUO: THE JOURNEY OF FAITH OF 500 YEARS OF CHRISTIANITY Mobile App both for Android and iOS devices.  ""This is, in fact, a gift of the Archdiocese to all of us in order to guide us in our journey of faith, to lead us to proper understanding of the truth, and as well as, to enjoin us in the conservation of the cultural heritage of the Church."" (Fr. @Brian Brigoli, Chair, CACCHC)  For Android users:  https://play.google.com/store/apps/details?id=com.innopub.panawsapagtuo  For iOS users: https://apps.apple.com/ph/app/panaw-sa-pagtuo/id1555189302  DOWNLOAD NOW AND EXPLORE VIRTUALLY OUR RICH HISTORY! #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu #500YoCC #HolyWeek2021 #VisitaIglesia2021 #TravelSmart",Video,3/31/21 9:00 PM,7388,8510,890,2099
102088165248724_117488313708709,https://www.facebook.com/sugboanongsimbahan/posts/117488313708709,"Today, Holy Thursday, we shall celebrate the Mass of the Lord's Supper. For more information about why we celebrate Holy Thursday, please take the time to read this.  #SugboanongSimbahan #SemanaSanta2021",Photo,3/31/21 7:11 PM,9856,10854,441,2870
102088165248724_177382940867946,https://www.facebook.com/sugboanongsimbahan/videos/177382940867946/,"Episode 5: HOLY THURSDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Video,3/31/21 7:00 PM,7142,7504,813,2049
102088165248724_117482370375970,https://www.facebook.com/sugboanongsimbahan/posts/117482370375970,"Episode 5: HOLY THURSDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Status,3/31/21 6:31 PM,974,979,37,797
102088165248724_116570457133828,https://www.facebook.com/sugboanongsimbahan/posts/116570457133828,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit ST. MICHAEL THE ARCHANGEL PARISH CHURCH IN SAMBOAN, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/31/21 6:00 PM,429,433,17,303
102088165248724_3193500307419747,https://www.facebook.com/sugboanongsimbahan/videos/3193500307419747/,Tinieblas/Tenebrae on Maundy Thursday Presider: Cebu Archbishop Jose S. Palma   #semanasanta2021 #SugboanongSimbahan,Video,3/31/21 3:45 PM,10092,10477,886,1570
102088165248724_117465003711040,https://www.facebook.com/sugboanongsimbahan/posts/117465003711040,"WHAT IS TENEBRAE OR TINIEBLAS? | With a dimly-lit church, a rarely-seen candle holder, somber tones, and a candle hidden behind a curtain or the altar, Tenebrae or Tinieblas (meaning 'darkness' or 'shadows') is a unique and special liturgy in the calendar of the Roman Catholic Church.   It is the morning prayer of the church on Holy Thursday, Good Friday and Holy Saturday. It involves extinguishing candles one by one [after each psalm].   The final [lighted] candle is removed by a server or cleric, and hidden behind a curtain or the altar, signifying the burial of Our Lord in the tomb. A noise is made, symbolizing the earthquake at the Crucifixion. In some locations, the clerics and congregation knock on their pews for a time. The candle is finally extinguished, and replaced on the hearse.   While the majority of the ceremonies of the Catholic Church are joyous and celebratory, Tenebrae stands in stark contrast.   (Sources: Angelus Press & Jesuit Institute)  #SugboanongSimbahan #SemanaSanta2021",Photo,3/31/21 3:30 PM,22680,24792,1238,3663
102088165248724_117379830386224,https://www.facebook.com/sugboanongsimbahan/posts/117379830386224,"Please be reminded of the following guidelines as we celebrate the Triduum of our Lord's Passion, Death and Resurrection.  As we try to express our love for God through our solemn participation in these celebrations, let us also keep in mind to exercise prudence and caution as our expression of our love for neighbor.  #SugboanongSimbahan #SemanaSanta2021",Photo,3/31/21 5:01 AM,10362,10528,400,2214
102088165248724_116569703800570,https://www.facebook.com/sugboanongsimbahan/posts/116569703800570,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit STO. TOMAS DE VILLANUEVA PARISH IN EL PARDO.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/31/21 4:00 AM,406,433,10,302
102088165248724_492981275071121,https://www.facebook.com/sugboanongsimbahan/videos/492981275071121/,"We invite everyone to watch our Virtual Lenten ""Pasos"" portrayed by the young people from the Vicariate of the Most Holy Rosary, Metro Cebu North District. Premiers at 6:00 PM.  The ""Pasos"" or ""Pasos de Cuaresma"" is a Cebuano Catholic tradition which shows images of significant persons and even events during the Passion of our Lord Jesus Christ in a form of a procession.  Despite the restrictions due to the Covid19 Pandemic, may this virtual ""pasos"" help immerse ourselves more into the celebrations of the Holy Week.  CLICK THE LINK TO WATCH FULL VERSION: https://youtu.be/ioO4xFHpsuk  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/31/21 3:01 AM,1091,1174,89,683
102088165248724_117355187055355,https://www.facebook.com/sugboanongsimbahan/posts/117355187055355,"In preparation for the National Consecration of the Philippines to St. Joseph on May 1, 2021, at the National Shrine of St. Joseph, Mandaue City, the Commission on the Laity of the Archdiocese of Cebu is coming up with a 33-day reflection - taken from the book, consecration to St. Joseph by Fr. Donald Calloway.  Together with our sharer Dr. Rene Josef C. Bullecer, Director, Human Life International and Board Member, Commission on the Laity  GO TO JOSEPH. GO WITH JOSEPH.  #SugboanongSimbahan  #YearofStJoseph #500YoCCebu  #GiftedToGive",Video,3/31/21 2:00 AM,177,200,17,140
102088165248724_117351367055737,https://www.facebook.com/sugboanongsimbahan/posts/117351367055737,"We invite everyone to watch our Virtual Lenten ""Pasos"" portrayed by the young people from the Vicariate of the Most Holy Rosary, Metro Cebu North District at exactly 6:00 pm the Official Youtube Channel at The Roman Catholic Archdiocese of Cebu  The ""Pasos"" or ""Pasos de Cuaresma"" is a Cebuano Catholic tradition which shows images of significant persons and even events during the Passion of our Lord Jesus Christ in a form of a procession.  Despite the restrictions due to the Covid19 Pandemic, may this virtual ""pasos"" help immerse ourselves more into the celebrations of the Holy Week.  CLICK THE LINK TO WATCH FULL VERSION: https://youtu.be/ioO4xFHpsuk  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Status,3/31/21 12:54 AM,1243,1385,41,805
102088165248724_116569477133926,https://www.facebook.com/sugboanongsimbahan/posts/116569477133926,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit SAINT FRANCIS XAVIER PARISH IN ALEGRIA, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/30/21 11:00 PM,440,461,20,336
102088165248724_117327327058141,https://www.facebook.com/sugboanongsimbahan/posts/117327327058141,"""We, Filipinos, are gifted with the light of faith - and the center of such faith is the Eucharist.""   - Most Rev. Precioso D. Cantillas, SDB, DD in his homily during the Pontifical Mass in commemoration of the Quincentennial of the First Easter Mass at Magallanes Shrine, Limasawa Island (31 March 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/30/21 9:21 PM,21391,22002,1376,2614
102088165248724_117326010391606,https://www.facebook.com/sugboanongsimbahan/posts/117326010391606,"""We need to remind ourselves that the meaning and value of the sacrifices we faced just to celebrate today's great historical event is the reality of the wonderful love of God for you and me."" - Most Rev. Precioso D. Cantillas, SDB, DD in his homily during the Pontifical Mass in commemoration of the Quincentennial of the First Easter Mass at Magallanes Shrine, Limasawa Island (31 March 2021)  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/30/21 9:07 PM,13160,13675,819,2031
102088165248724_117325183725022,https://www.facebook.com/sugboanongsimbahan/posts/117325183725022,"ATM | Most Rev. Precioso D. Cantillas, SDB, DD, Bishop of Maasin, presides over the Pontifical Mass in commemoration of the Quincentennial of the First Easter Mass at Magallanes Shrine, Limasawa Island.  The Apostolic Nuncio was supposed to celebrate the Mass but was not able to do so.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/30/21 9:00 PM,2685,2726,198,1947
102088165248724_117321260392081,https://www.facebook.com/sugboanongsimbahan/posts/117321260392081,"ATM | Despite the rain, the Señor Santo de Cebu has arrived at the port of Limasawa Island, the place where the first mass in the Philipines was held.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/30/21 8:16 PM,4875,4875,354,2145
102088165248724_117317230392484,https://www.facebook.com/sugboanongsimbahan/posts/117317230392484,"Today is the 500th Anniversary of the First Mass held in Limasawa Island. On that day, it was Easter Sunday.  To commemorate this event, today, some programs and mass are being held in the island of Limasawa as part of our 500 Years of Christianity Celebrations.  Let us join them via LIVESTREAMING at The Diocese of Maasin Official Facebook Page and crossposted here at The Roman Catholic Archdiocese of Cebu Official Facebook Page.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/30/21 7:31 PM,7364,7464,419,1970
102088165248724_5415756808464535,https://www.facebook.com/sugboanongsimbahan/videos/5415756808464535/,LIVE NOW: Solemn Pontifical Mass in commemoration of the Quincentennial of the First Easter Mass in the Philippines.  #500yoc #Limasawa500 #DioceseofMaasin,Video,3/30/21 6:55 PM,12199,12839,1003,1424
102088165248724_117309697059904,https://www.facebook.com/sugboanongsimbahan/posts/117309697059904,LIVE NOW: Fluvial Procession of the Pilgrim Image of Señor Santo Niño de Cebu to the Island of Limasawa.  #500YOC #StoninodeCebu #Limasawa500,SharedVideo,3/30/21 6:16 PM,2427,2464,441,2096
102088165248724_117309077059966,https://www.facebook.com/sugboanongsimbahan/posts/117309077059966,LIVE NOW: Fluvial Procession of the Pilgrim Image of Señor Santo Niño de Cebu to the Island of Limasawa.  #500YOC #StoninodeCebu #Limasawa500,SharedVideo,3/30/21 6:08 PM,1789,1789,236,1486
102088165248724_116569313800609,https://www.facebook.com/sugboanongsimbahan/posts/116569313800609,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit THE PARISH IN DALAGUETE.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/30/21 6:00 PM,371,379,10,268
102088165248724_785228995747634,https://www.facebook.com/sugboanongsimbahan/videos/785228995747634/,"Episode 4: HOLY WEDNESDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Video,3/30/21 5:00 PM,5203,5469,431,1364
102088165248724_117300460394161,https://www.facebook.com/sugboanongsimbahan/posts/117300460394161,"Episode 4: HOLY WEDNESDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Status,3/30/21 4:38 PM,942,960,31,778
102088165248724_117273300396877,https://www.facebook.com/sugboanongsimbahan/posts/117273300396877,"PALANDONG | The Daily Gospel Reflection   ""Gugma balos sa sala"" Gospel from Matthew 26:14-25 Holy Wednesday March 31, 2021  By Rev. Fr. Jason Facunla  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/30/21 3:00 PM,937,1041,63,448
102088165248724_116562030468004,https://www.facebook.com/sugboanongsimbahan/posts/116562030468004,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit THE ARCHDIOCESAN SHRINE OF THE IMMACULATE HEART OF MARY IN MINGLANILLA, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/30/21 4:00 AM,440,454,18,340
102088165248724_117138023743738,https://www.facebook.com/sugboanongsimbahan/posts/117138023743738,"We invite everyone to watch our Virtual Lenten ""Pasos"" portrayed by the young people from the Vicariate of the Most Holy Rosary, Metro Cebu North District.  The ""Pasos"" or ""Pasos de Cuaresma"" is a Cebuano Catholic tradition which shows images of significant persons and even events during the Passion of our Lord Jesus Christ in a form of a procession.  Despite the restrictions due to the Covid19 Pandemic, may this virtual ""pasos"" help immerse ourselves more into the celebrations of the Holy Week.  CATCH US ON HOLY WEDNESDAY, MARCH 31, 2021, 6:00 PM at the YOUTUBE CHANNEL  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/30/21 3:00 AM,876,983,73,587
102088165248724_117152100408997,https://www.facebook.com/sugboanongsimbahan/posts/117152100408997,"In preparation for the National Consecration of the Philippines to St. Joseph on May 1, 2021, at the National Shrine of St. Joseph, Mandaue City, the Commission on the Laity of the Archdiocese of Cebu is coming up with a 33-day reflection - taken from the book, consecration to St. Joseph by Fr. Donald Calloway.  Together with Msgr. Joseph Tan, let us altogether reflect on the life of St. Joseph in our lives.   GO TO JOSEPH. GO WITH JOSEPH.  #SugboanongSimbahan  #YearofStJoseph #500YoCCebu  #GiftedToGive",Video,3/30/21 2:00 AM,5097,5487,295,1573
102088165248724_116561870468020,https://www.facebook.com/sugboanongsimbahan/posts/116561870468020,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit THE ARCHDIOCESAN SHRINE OF ST. ANNE IN BARILI, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/29/21 11:00 PM,292,302,6,212
102088165248724_117127453744795,https://www.facebook.com/sugboanongsimbahan/posts/117127453744795,"ATM | The Archdiocese of Cebu holds a press conference as a final run before the actual 500 Years of Christianity Cebu celebrations at the Archbishop's Residence, D. Jakosalem St., Cebu City.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/29/21 7:50 PM,3654,3654,277,2089
102088165248724_951770405568010,https://www.facebook.com/sugboanongsimbahan/videos/951770405568010/,LIVE | 500 Years of Christianity Final Presscon before the actual celebration  #SugboanongSimbahan  #500YoCCebu  #GiftedToGive,Video,3/29/21 6:57 PM,10870,11986,759,1616
102088165248724_116561553801385,https://www.facebook.com/sugboanongsimbahan/posts/116561553801385,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit ST. JAMES THE APOSTLE PARISH CHURCH IN BADIAN, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/29/21 6:00 PM,438,445,12,339
102088165248724_146819883926650,https://www.facebook.com/sugboanongsimbahan/videos/146819883926650/,"Episode 3: HOLY TUESDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. @Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Video,3/29/21 5:01 PM,14145,14889,828,1931
102088165248724_117077800416427,https://www.facebook.com/sugboanongsimbahan/posts/117077800416427,"Episode 3: HOLY TUESDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. @Abel Villarojo, from Palm Sunday to Black Saturday, every 10AM. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Status,3/29/21 4:31 PM,1324,1329,50,1025
102088165248724_116906727100201,https://www.facebook.com/sugboanongsimbahan/posts/116906727100201,"PALANDONG | The Daily Gospel Reflection   ""Pagka-amgo sa sala"" Gospel from John 13:21-33,36-38 Holy Tuesday March 30, 2021  By Rev. Fr. Jason Facunla  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,3/29/21 3:00 PM,807,857,52,481
102088165248724_116561393801401,https://www.facebook.com/sugboanongsimbahan/posts/116561393801401,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit ST. MICHAEL THE ARCHANGEL PARISH CHURCH IN ARGAO, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/29/21 4:00 AM,358,358,11,265
102088165248724_116965353761005,https://www.facebook.com/sugboanongsimbahan/posts/116965353761005,"As we approach the Hour of Great Mercy, let us reflect on the Seven Last Words of Our Lord Jesus as we prepare for the Good Friday Celebrations.  #SugboanongSimbahan #SemanaSanta2021",Video,3/29/21 2:02 AM,10775,11443,977,2454
102088165248724_116560967134777,https://www.facebook.com/sugboanongsimbahan/posts/116560967134777,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit ST. GREGORY THE GREAT PARISH CHURCH IN GINATILAN, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/28/21 11:00 PM,342,352,17,255
102088165248724_780498845923755,https://www.facebook.com/sugboanongsimbahan/videos/780498845923755/,"Episode 2: HOLY MONDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Video,3/28/21 7:00 PM,6753,7168,683,1930
